addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,geometry,index_right,BASE_DATE,ADM_CD,ADM_NM
경기도 안양시 동안구 관양동,,31,,레포츠,육상 레포츠,인라인(실내 인라인 포함),3018148,28,20231005153916,http://tong.visitkorea.or.kr/cms/resource/07/3003307_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3003307_image3_1.jpg,Type3,126.95805,37.39234911,6.0,20241113091225,17.0,,평촌인라인스케이트장,14067,POINT (126.95805 37.39234911),2282,20240630,31042580,부림동
경기도 안양시 동안구 관양동 일대,(관양동),31,0.0,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,2738384,12,20210901010256,,,,126.961416,37.40626699,6.0,20250320100203,17.0,,수촌마을,13939,POINT (126.961416 37.40626699),2279,20240630,31042681,관양동
경기도 안양시 동안구 관양로 75-1,,31,,음식,음식점,한식,2860109,39,20220926171034,http://tong.visitkorea.or.kr/cms/resource/99/2860099_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2860099_image3_1.jpg,Type3,126.9558722,37.40218959,6.0,20240701104313,17.0,,옹기해장국,13944,POINT (126.9558722 37.40218959),2279,20240630,31042681,관양동
경기도 안양시 동안구 관양로 81,,31,,음식,음식점,한식,2832560,39,20220804133016,http://tong.visitkorea.or.kr/cms/resource/56/2832556_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2832556_image3_1.jpg,Type3,126.956486,37.40235903,6.0,20240216130820,17.0,,팔덕식당 안양본점,13944,POINT (126.956486 37.40235903),2279,20240630,31042681,관양동
경기도 안양시 동안구 관평로 149,(평촌동),31,0.0,인문(문화/예술/역사),휴양관광지,공원,1624639,12,20120508192709,http://tong.visitkorea.or.kr/cms/resource/19/3023819_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/3023819_image3_1.JPG,Type3,126.959025,37.38991052,6.0,20240523150524,17.0,,안양 평촌중앙공원,14067,POINT (126.959025 37.38991052),2291,20240630,31042600,평안동
경기도 안양시 동안구 관평로 175,,31,,음식,음식점,이색음식점,2833148,39,20220805150052,http://tong.visitkorea.or.kr/cms/resource/41/2833141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2833141_image3_1.jpg,Type3,126.9602415,37.39253246,6.0,20240213103846,17.0,,마벨리에,14067,POINT (126.9602415 37.39253246),2282,20240630,31042580,부림동
경기도 안양시 동안구 관평로186번길 23,,31,,음식,음식점,일식,2836046,39,20220811161808,http://tong.visitkorea.or.kr/cms/resource/43/2836043_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2836043_image3_1.jpg,Type3,126.9613691,37.39409341,6.0,20240208164840,17.0,,해조,14066,POINT (126.9613691 37.39409341),2282,20240630,31042580,부림동
경기도 안양시 동안구 관평로305번길 3 (관양동),,31,,음식,음식점,카페/전통찻집,3427922,39,20241128101842,http://tong.visitkorea.or.kr/cms/resource/18/3427918_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3427918_image3_1.jpg,Type1,126.9568915,37.40370055,6.0,20241128101915,17.0,,카페드롬 안양 관양점,13940,POINT (126.9568915 37.40370055),2279,20240630,31042681,관양동
경기도 안양시 동안구 관평로328번길 15-1 (관양동),,31,,음식,음식점,한식,3355576,39,20240828170825,http://tong.visitkorea.or.kr/cms/resource/54/3426654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3426654_image3_1.jpg,Type1,126.9587524,37.40548093,6.0,20241127154003,17.0,,쌈250,13931,POINT (126.9587524 37.40548093),2279,20240630,31042681,관양동
경기도 안양시 동안구 귀인로 295,,31,,음식,음식점,한식,809130,39,20090924194615,http://tong.visitkorea.or.kr/cms/resource/10/1943510_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1943510_image3_1.jpg,Type3,126.9713545,37.3889664,6.0,20241008151629,17.0,031-422-6677,진성장어,14060,POINT (126.9713545 37.3889664),2008,20240630,31042590,평촌동
경기도 안양시 동안구 귀인로190번길 61-21,,31,,음식,음식점,한식,2892802,39,20221101132304,http://tong.visitkorea.or.kr/cms/resource/92/2892792_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2892792_image3_1.jpg,Type3,126.9619333,37.38314469,6.0,20240223103914,17.0,,부산복칼국수,14103,POINT (126.9619333 37.38314469),2294,20240630,31042610,귀인동
경기도 안양시 동안구 귀인로190번길 90-16,,31,0.0,인문(문화/예술/역사),체험관광지,이색거리,611419,12,20080819232627,,,,126.9624666,37.3823309,6.0,20250319152527,17.0,,평촌 먹거리촌,14103,POINT (126.9624666 37.3823309),2294,20240630,31042610,귀인동
경기도 안양시 동안구 동안로 119,,31,,쇼핑,쇼핑,사후면세점,2904464,38,20221031220134,http://tong.visitkorea.or.kr/cms/resource/03/2881803_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2881803_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240324121353,17.0,,ER 뉴코아아울렛 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305913,38,20240202152642,http://tong.visitkorea.or.kr/cms/resource/71/3313471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3313471_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621111221,17.0,,게스 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307259,38,20240202151217,http://tong.visitkorea.or.kr/cms/resource/21/3314121_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3314121_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240622000417,17.0,,까스텔바작,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305702,38,20240202145200,http://tong.visitkorea.or.kr/cms/resource/96/3313096_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3313096_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621112745,17.0,,꾸씨꾸씨 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305569,38,20240202154918,http://tong.visitkorea.or.kr/cms/resource/92/3312992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3312992_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621090931,17.0,,끄레아또레 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306896,38,20240202165434,http://tong.visitkorea.or.kr/cms/resource/50/3313450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3313450_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621232400,17.0,,끌린느 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306028,38,20240202145618,http://tong.visitkorea.or.kr/cms/resource/97/3313697_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3313697_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621160727,17.0,,네파 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306191,38,20240202144613,http://tong.visitkorea.or.kr/cms/resource/09/3314009_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3314009_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621235019,17.0,,네파키즈 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305299,38,20240202145422,http://tong.visitkorea.or.kr/cms/resource/73/3312773_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3312773_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621095422,17.0,,노스페이스 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306089,38,20240202152823,http://tong.visitkorea.or.kr/cms/resource/48/3313848_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3313848_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621160142,17.0,,뉴발란스 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306928,38,20240202144548,http://tong.visitkorea.or.kr/cms/resource/31/3313531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3313531_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240628095045,17.0,,뉴발란스 키즈 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307721,38,20240202171149,http://tong.visitkorea.or.kr/cms/resource/91/3314791_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3314791_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240628100738,17.0,,니꼴밀러 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307354,38,20240202152016,http://tong.visitkorea.or.kr/cms/resource/82/3314282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3314282_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240628095709,17.0,,닉스 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305567,38,20240202145052,http://tong.visitkorea.or.kr/cms/resource/90/3312990_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3312990_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621091143,17.0,,더데이걸,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307552,38,20240202165412,http://tong.visitkorea.or.kr/cms/resource/84/3314484_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3314484_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621095527,17.0,,더바디샵 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306291,38,20240202165715,http://tong.visitkorea.or.kr/cms/resource/83/3314183_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3314183_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621224401,17.0,,더샘 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306085,38,20240202152406,http://tong.visitkorea.or.kr/cms/resource/42/3313842_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3313842_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621154822,17.0,,더아이잗 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307527,38,20240202152629,http://tong.visitkorea.or.kr/cms/resource/37/3314437_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3314437_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621092151,17.0,,더틸버리 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306209,38,20240202165658,http://tong.visitkorea.or.kr/cms/resource/62/3314062_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3314062_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621235207,17.0,,더페이스샵 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307507,38,20240202152248,http://tong.visitkorea.or.kr/cms/resource/41/3314441_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3314441_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240622000227,17.0,,더히스토리 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307164,38,20240202145328,http://tong.visitkorea.or.kr/cms/resource/39/3313939_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3313939_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621233721,17.0,,데일리라이크 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306395,38,20240202144819,http://tong.visitkorea.or.kr/cms/resource/53/3314353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3314353_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621103346,17.0,,드마르비 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305551,38,20240202145218,http://tong.visitkorea.or.kr/cms/resource/73/3312973_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3312973_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621095308,17.0,,또와또 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306029,38,20240202152547,http://tong.visitkorea.or.kr/cms/resource/00/3313700_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3313700_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621160748,17.0,,라이프워크 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307573,38,20240202165532,http://tong.visitkorea.or.kr/cms/resource/11/3314511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3314511_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621093943,17.0,,락포트 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306131,38,20240202151740,http://tong.visitkorea.or.kr/cms/resource/12/3313912_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3313912_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621154729,17.0,,란찌 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306829,38,20240202152559,http://tong.visitkorea.or.kr/cms/resource/33/3313333_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3313333_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621233020,17.0,,러브앤쇼 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306087,38,20240202152135,http://tong.visitkorea.or.kr/cms/resource/44/3313844_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3313844_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621092005,17.0,,레겐보겐 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307149,38,20240202152926,http://tong.visitkorea.or.kr/cms/resource/96/3313896_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3313896_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621102239,17.0,,레노마수영복 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306355,38,20240202144451,http://tong.visitkorea.or.kr/cms/resource/91/3314291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3314291_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621101739,17.0,,레노마옴므 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306213,38,20240202144934,http://tong.visitkorea.or.kr/cms/resource/68/3314068_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3314068_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621234737,17.0,,레노마키즈 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307202,38,20240202155023,http://tong.visitkorea.or.kr/cms/resource/97/3313997_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3313997_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621232957,17.0,,레니본 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305659,38,20240202144520,http://tong.visitkorea.or.kr/cms/resource/60/3313060_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3313060_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621100410,17.0,,레드페이스 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307299,38,20240202144456,http://tong.visitkorea.or.kr/cms/resource/18/3314218_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3314218_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240628095430,17.0,,로가디스 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305504,38,20240202152007,http://tong.visitkorea.or.kr/cms/resource/44/3312944_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3312944_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621102552,17.0,,로엠 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305932,38,20240202144646,http://tong.visitkorea.or.kr/cms/resource/99/3313499_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3313499_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621154537,17.0,,로엠걸즈 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306470,38,20240202165612,http://tong.visitkorea.or.kr/cms/resource/85/3314485_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3314485_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621092100,17.0,,로이드 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306946,38,20240202151305,http://tong.visitkorea.or.kr/cms/resource/28/3313528_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3313528_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240628095110,17.0,,루이까스텔 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307564,38,20240202155343,http://tong.visitkorea.or.kr/cms/resource/81/3314481_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/3314481_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240628100157,17.0,,룸나인 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307747,38,20240202152743,http://tong.visitkorea.or.kr/cms/resource/07/3314807_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3314807_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240628100825,17.0,,리바이스 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306719,38,20240202152441,http://tong.visitkorea.or.kr/cms/resource/44/3313144_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3313144_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621232317,17.0,,리스트 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307151,38,20240202144920,http://tong.visitkorea.or.kr/cms/resource/99/3313899_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3313899_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621223042,17.0,,리틀브렌 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305907,38,20240202152129,http://tong.visitkorea.or.kr/cms/resource/45/3313445_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3313445_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621155842,17.0,,린 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305961,38,20240202151234,http://tong.visitkorea.or.kr/cms/resource/95/3313595_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3313595_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621155235,17.0,,링스 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307729,38,20240202152344,http://tong.visitkorea.or.kr/cms/resource/12/3314812_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3314812_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621091413,17.0,,마인드브릿지 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306699,38,20240202152453,http://tong.visitkorea.or.kr/cms/resource/15/3313115_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3313115_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621232452,17.0,,막스카라 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307450,38,20240202152223,http://tong.visitkorea.or.kr/cms/resource/98/3314298_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3314298_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240628095714,17.0,,멜본 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306644,38,20240202145309,http://tong.visitkorea.or.kr/cms/resource/66/3314766_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3314766_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621233224,17.0,,모던하우스 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305293,38,20240202171353,http://tong.visitkorea.or.kr/cms/resource/63/3312763_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3312763_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621142754,17.0,,모라도 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3307350,38,20240202170358,http://tong.visitkorea.or.kr/cms/resource/76/3314276_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3314276_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240628095659,17.0,,모스코나 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306306,38,20240202155306,http://tong.visitkorea.or.kr/cms/resource/38/3314238_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3314238_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621234933,17.0,,모조에스핀 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306594,38,20240202150749,http://tong.visitkorea.or.kr/cms/resource/36/3314736_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3314736_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621223845,17.0,,뮬라웨어 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3305985,38,20240202155223,http://tong.visitkorea.or.kr/cms/resource/51/3313651_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3313651_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621155701,17.0,,미니멈 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
경기도 안양시 동안구 동안로 119 (호계동),,31,,쇼핑,쇼핑,사후면세점,3306378,38,20240202165918,http://tong.visitkorea.or.kr/cms/resource/19/3314319_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3314319_image3_1.jpg,Type3,126.9516812,37.38934656,6.0,20240621232004,17.0,,미샤 뉴코아 평촌,14073,POINT (126.9516812 37.38934656),2295,20240630,31042650,범계동
