contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,booktour,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
2837603,39,갈비도락,2.02208E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/90/2837590_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/2837590_image3_1.JPG,Type3,31,30,A05,A0502,A05020100,경기도 하남시 미사대로 584,,12925,127.2092587,37.55492642,6,"?올림픽대로 미사 IC에서 팔당대교 방면으로 가면 조정경기장 반대편에 있는 안심식당이다. 5호선 하남 풍산역 1번 출구에서 810m 거리여서 대중교통을 이용해도 좋다. 전용 주차장이 있어 주차도 편리하다. 입구에 들어서면 1층과 2층을 연결하는 천장에 배추, 마늘 등의 채소로 연결된 크고 알록달록한 장식물이 있어 분위기가 한층 산뜻해 보인다. 샐러드 등의 밑반찬도 정갈하고 고급스러운 맛이다. 직원이 숯불에 고기를 알맞게 구워 주어 편하게 식사에 집중할 수 있다. 주변에 가볼만 한 곳으로는 미사 경정공원, 3호 근린공원 시각공원놀이터가 있다."
699542,39,갈비명가할머니집,2.00902E+13,2.02412E+13,031-531-1700,갈비명가할머니집,"<a href=""https://www.instagram.com/galbimyoungga_happy/"" target=""_blank"" title=""새창 : 갈비명가할머니집 홈페이지로 이동"">https://www.instagram.com/galbimyoungga_happy/</a>",,http://tong.visitkorea.or.kr/cms/resource/97/700297_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/700297_image3_1.jpg,Type3,31,29,A05,A0502,A05020100,경기도 포천시 이동면 화동로 2000,,11111,127.3688777,38.02636613,6,갈비명가할머니집의 원래 이름은 이동갈비촌에 있는 느티나무할머니집이다. 1996년 현재 건물을 새로이 지어서 현재 영업 중이다. 갈비명가할머니집은 모든 야채를 직접 농사를 지어 유기농 채소를 손님에게 제공한다. 고기 접시에 고기를 절반 정도 먹은 후 수한을 병목을 잘라서 고기 양념에 담근 후 구워 먹으면 간이 적당히 배여 먹기 좋은 상태가 된다.
2863282,39,갈비본질 프리미엄,2.0221E+13,2.02406E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/66/2863266_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2863266_image3_1.jpg,Type3,31,8,A05,A0502,A05020100,경기도 김포시 김포한강4로 317,1층,10065,126.6480433,37.65084966,6,"갈비본질프리미엄은 김포 장기동에서 구래동 넘어오는 길목의 석모리에 있는 갈비 전문 식당이다. TV 방송 맛있는녀석들 370회에 소개된 맛집이다. 외관이 깔끔하고 앞뒤로 넓은 주차장이 있어 주차하기 편리하다. 평일 11:00~15:00까지는 갈비와 된장찌개, 공깃밥이 포함된 점심 특선 정식 메뉴를 제공하고 있으며, 숯불에 소고기와 돼지고기를 양념과 생갈비로 구워 먹을 수 있다. 갈비본질을 더 맛있게 즐기는 팁으로 빵을 불판에 2~3초 정도 살짝 구워서 샐러드와 갈비를 넣고 4가지 소스 중 한 가지를 발라서 나만의 갈비 버거를 만들어 먹을 수 있다.
※ 반려동물 동반불가 (단, 안내견은 가능)"
2853490,39,갈비생각 광릉수목원본점,2.02209E+13,2.02407E+13,,,"<a href=""http://www.galby.co.kr/""target=""_blank"" title=""새창 : 갈비생각 사이트로 이동"">http://www.galby.co.kr/</a>",,http://tong.visitkorea.or.kr/cms/resource/89/2853489_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2853489_image3_1.jpg,Type3,31,29,A05,A0502,A05020100,경기도 포천시 광릉수목원로 1189,,11184,127.1161552,37.77806268,6,"갈비생각은 포천시 광릉수목원으로 가는 입구에 있는 이동갈비 맛집이다. 축석리 검문소 부근에 큰 기와집이라 찾기가 편리하다. 주차장은 넓은 전용 공간인데 관리를 하는 사람이 여러명이라 이용이 편리하다. 매장이 넓어서 서울, 포천, 의정부에서 가족 모임이나 소규모 단체로 행사 모임을 위해 방문하는 고객들이 많다. 메뉴는 왕갈비, 이동갈비, 생갈비 등이 있는데 수입과 한우를 분리해서 각기 다른 메뉴로 판매한다. 20년 넘게 한곳에서 영업을 하고 있다. 찬은 빛깔고운 동치미, 겉절이, 야채샐러드 등의 기본 반찬과 양념 게장이 나온다. 갈비 집이지만 양념 게장이 맛있는 집이다. 모두 정갈하고 깔끔하다. 소갈비 식당이라 고기는 직원이 옆에서 다 구워주어 편하게 먹을 수 있다. 후식 냉면이 있으며 식사로 추가할 수 있다."
2854711,39,갈비장터,2.02209E+13,2.02407E+13,,,"<a href=""https://www.instagram.com/galbi_jangter/""target=""_blank"" title=""새창 : 갈비장터 사이트로 이동"">https://www.instagram.com/galbi_jangter/</a>",,http://tong.visitkorea.or.kr/cms/resource/01/2854701_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2854701_image3_1.jpg,Type3,31,29,A05,A0502,A05020100,경기도 포천시 솔모루로58번길 4-1,,11179,127.1451123,37.82695195,6,"갈비장터는 포천 송우리 시내에 있는 이동갈비 맛집이다. 장터 근처에 있어서 송우리 장날이 서는 날인 4일, 9일에 방문한다면 전통 시장을 둘러볼 수도 있다. 갈비장터는 주메뉴는 이동 갈비이지만 이동 갈비 외에도 다양한 고기 메뉴를 갖추고 있어 고기를 좋아하는 방문객은 메뉴를 달리해 다양하게 맛볼 수 있다. 점심시간에는 돼지갈비와 식사로 구성된 점심 특선 돼지 왕구이와 후식 냉면을 먹거나 장터 국밥을 맛볼 수 있다. 고기를 시키면 다양한 밑반찬과 샐러드 등이 함께 나온다. 모임을 할 땐 예약을 하면 별도의 룸을 이용할 수 있다. 어린이 동반 가족을 위해 키즈존이 별도로 마련되어 있다."
2848359,39,갈풍집,2.02209E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/57/2848357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2848357_image3_1.jpg,Type3,31,13,A05,A0502,A05020100,경기도 수원시 영통구 대학1로8번길 83,,16226,127.0458808,37.29812548,6,"갈풍집은 경기대학교 후문 근처에 있는 소갈빗살 전문점이다. 가게 앞에 있는 주차장이 매우 협소하기 때문에 공영주차장을 이용해야 한다. 건물 1층, 외관은 실내 포장마차 느낌이 나고 내부 매장은 깔끔하고 테이블이 많다. 가성비가 좋아 각종 모임 및 회식 장소로 사람들이 많이 찾는다. 또한 어린이 동반 가족 손님을 위한 어린이 의자도 따로 준비되어 있다. 갈풍집은 미국산 최상급 흑우 냉장육만을 사용한다. 마눌 갈빗살, 멜콤 갈빗살, 주물럭 갈빗살 등 다양하게 양념 된 갈비 메뉴들이 있고 양념이 약한 순서대로 먹는 걸 추천한다. 근처에 신분당선 광교역이 있어 대중교통으로 이용하기가 편리하다."
2873395,39,갈현냉면집,2.0221E+13,2.02404E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/57/2873357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2873357_image3_1.jpg,Type3,31,2,A05,A0502,A05020100,경기도 고양시 덕양구 용두로 57,,10549,126.8879027,37.62293773,6,"갈현냉면집은 서오릉 인근에 위치한 함흥냉면 전문점이다. 이곳은 항상 줄을 서서 먹는 맛집으로, 매장 입구에 대기 손님들이 기다리는 장소가 마련되어 있다. 냉면을 주문하면 고소하고 짭짤한 육수를 따라준다. 물냉면의 면은 아주 얇고 꼬들꼬들한 식감에 육수는 담백한 맛이다. 회 비빔냉면에는 계란 반 개, 무, 회, 오이가 들어가는데, 회의 쫄깃하면서 부드러운 맛과 배의 상큼함이 어우러져 중독성이 있다. 왕만두는 여섯 개가 나오는데 속은 두부와 고기로 이루어져 있고 담백한 맛이다."
2681494,39,감골식당,2.02011E+13,2.02103E+13,031-666-4281,감골식당,,,http://tong.visitkorea.or.kr/cms/resource/76/2681476_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2681476_image2_1.jpg,Type3,31,28,A05,A0502,A05020100,경기도 평택시 중앙시장로 23-1,,17758,127.0529473,37.08038413,6,"국물이 진하고 맛있는 순대국을 판매하는 곳이다. 순대국 하나로 50년, 100년을 이어가는 순대국 전문점이다. 대표메뉴는 순대국이다."
133832,39,감나무집,2.00402E+13,2.02504E+13,,,,,,,,31,9,A05,A0502,A05020100,경기도 남양주시 조안면 다산로747번길 45,,12283,127.3029707,37.51756579,6,"감나무집은 남양주 조안면에 위치한 팔당호 호수를 바라보며 식사를 할 수 있는 장어요리전문점이다. 집에서 담은 고추장을 넣어만든 매기 매운탕과 데리야키 간장소스를 올린 장어구이가 인기 요리이다. 감나무집의 장어는 고창에서 매일 들여오는 싱싱한 장어로 지하수를 끌어올린 수족관에 보관하는데, 여름에도 수온이 차 장어의 육질이 단단하다. 강이 보이는 테이블에서 사계절 호반의 풍경을 감상할 수 있다."
2873425,39,감래등,2.0221E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/20/2873420_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2873420_image3_1.jpg,Type3,31,2,A05,A0502,A05020400,경기도 고양시 일산서구 호수로856번길 21,,10383,126.7483279,37.67162957,6,"감래등은 일산서구 호수공원 근처에 있는 중화요리 맛집이다. 주차 공간이 넓지 않아 가게 앞에 3~4대 주차할 수 있다. 이 집은 맛도 좋고 가성비 좋은 점심 특선 코스가 있어서 유명하다. 점심 특선 메뉴는 매생이 누룽지탕, 과일소스 탕수육, 칠리새우에 짜장/짬뽕/볶음밥 중 식사 메뉴로 한 가지 선택할 수 있다. 2인 이상 주문할 수 있고 점심 특선으로만 판매된다. 탕수육은 바삭하게 튀겨져 나오고 새콤한 소스가 뿌려져 나온다. 매생이 누룽지탕은 바삭한 누룽지에 매생이탕을 끼얹어 주는데 안에 청경채 같은 야채와 갑오징어 등의 해산물도 들어있다. 칠리새우는 1인당 두 마리가 나온다. 후식으로 요구르트를 하나씩 준다."
2781641,39,감미옥(감미옥본점),2.02111E+13,2.02405E+13,,,,,,,,31,12,A05,A0502,A05020100,경기도 성남시 분당구 탄천로 181,(야탑동),13522,127.1228318,37.40888347,6,"감미옥은 경기도 성남시 분당구 야탑동에 자리 잡고 있다. 대표 메뉴는 가마솥에 끓인 설렁탕이다. 이 밖에 국내산 한우로 만든 돌판 수육을 비롯해 접시 수육, 꼬리탕, 도가니탕, 사골 갈비탕을 판다. 음식점은 수도권 지하철 수인분당선 야탑역에서 가까운 거리에 있다. 주변에는 현대 어린이 책미술관, 성남 큐브미술관이 있다."
2781669,39,감성식탁,2.02111E+13,2.02408E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/34/2781834_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/34/2781834_image2_1.jpeg,Type3,31,20,A05,A0502,A05020100,경기도 여주시 칠산길 39,(상동),12634,127.6446102,37.28910959,6,"감성식탁은 여주 프리미엄 아울렛 10여분 거리의 근처에 위치하고 있다. 여주 특산물인 여주쌀로 지은 밥과 제육볶음정식, 떡갈비 등이 대표 메뉴이다.  인공조미료를 사용하지 않는 건강하고 정성이 들어간 한정식을 맛볼 수 있다. 또한, 감성식탁이라는 이름답게 내부 인테리어도 감각적이고 세련되게 꾸며져있어 여주 나들이 시 산뜻한 기분으로 한 끼 식사를 즐기기에 적합한 장소이다."
134877,39,감악산생꼬기꾸이,2.00502E+13,2.02412E+13,031-556-4077,감악산생꼬기꾸이,,,,,,31,6,A05,A0502,A05020100,경기도 구리시 이문안로 6-1,,11938,127.1320452,37.59164576,6,"감악산생꼬기꾸이는 경기도 구리시 교문동에 위치한 생고기구이 전문점으로 삼겹살, 목살, 가브리살 등 다양한 메뉴를 제공한다. 구리시 현지인들에게 맛집으로 알려진 삼겹살 맛집이다. 특히 함께 제공되는 된장찌개의 맛이 좋아 든든한 한 끼를 해결할 수 있다."
2681503,39,감자마을,2.02011E+13,2.02103E+13,031-654-5797,감자마을,,,http://tong.visitkorea.or.kr/cms/resource/02/2681502_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2681502_image2_1.jpg,Type3,31,28,A05,A0502,A05020100,경기도 평택시 참이슬2길 7,,17874,127.1162525,36.98858753,6,소뼈와 소꼬리를 넣고 끓인 국물이다. 대표메뉴는 뼈해장국이다. 경기도 평택시에 있는 한식전문점이다.
2844797,39,감치래비빔국수,2.02208E+13,2.02402E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/94/2844794_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2844794_image3_1.jpg,Type3,31,23,A05,A0502,A05020100,경기도 용인시 수지구 고기로 104,,16824,127.0925141,37.34637351,6,"감치래비빔국수는 용인시 수지 동천동에 있는 가성비 좋은 국수 맛집이다. 가게 간판에 1년에 20만 명이 다녀간다고 광고하고 있는데 매일 줄 서 있는 손님을 보면 과장이 아니다. 주요 메뉴는 비빔국수 2가지와 잔치국수, 수제왕돈까스이다. 국수를 먹어 보면 중면으로 삶아 탱글탱글한 면발에 양념 맛이 일품이다. 또한 수제왕돈까스는 소문난 돈가스 식당보다 고기는 두껍고 크기는 더 크다. 국수나 돈가스나 가격 대비 음식이 푸짐하다. 생수, 육수, 숭늉은 셀프 코너를 두어 편하게 추가할 수 있게 돼 있다."
2652735,39,갑산면옥,2.02004E+13,2.02108E+13,031-792-7768,갑산면옥,,,http://tong.visitkorea.or.kr/cms/resource/42/2660142_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2660142_image2_1.jpg,Type3,31,30,A05,A0502,A05020100,경기도 하남시 월호로 62,,12925,127.2084671,37.55477643,6,경기도 하남시에 위치한 한식당이다. 대표메뉴는 냉면이다. 매운 냉면을 판매한다.
2742192,39,갑짬뽕,2.02109E+13,2.02412E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/60/2750860_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2750860_image2_1.jpg,Type3,31,23,A05,A0502,A05020400,경기도 용인시 처인구 포곡읍 성산로 447,1층,17024,127.1941874,37.27557798,6,"경기도 용인시에 위치한 갑짬뽕은 테이블 사이 간격이 넉넉하고 갑오징어를 주 재료로 한 요리를 맛볼 수 있다.  갑오징어 볶음과 주먹밥 우동사리, 감자튀김이 한 판에 들어가는 갑오 플레이트 메뉴도 있다.  그 외에 기본 메뉴인 짜장면, 백짬뽕 등의 메뉴도 준비되어 있다. 메뉴 주문은 테이블마다 키오스크가 설치되어 있어 편리하게 주문이 가능하다."
2792495,39,갓지은솥밥,2.02112E+13,2.0231E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/49/2792849_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2792849_image2_1.jpg,Type3,31,9,A05,A0502,A05020100,경기도 남양주시 화도읍 수레로 1064,,12198,127.301798,37.63350231,6,"한국인이 즐겨 찾는 김치찌개, 돼지 두루치기가 주메뉴이다. 상호명 대로 솥에 갓 지은 밥이 나오고 물을 부어 숭늉과 누룽지를 만들어 먹는다. 간판과 벽면에 쓰인 ‘오늘도 웃자’라는 문구가 신선하다.  널찍하게 트인 공간에 카페처럼 아늑하고 세련된 분위기 인테리어이다. 기본 밑반찬이 나오고 국 등 추가 반찬을 가져다 먹을 수 있는 셀프코너가 있다.  기다리면서 한쪽에서 줄지어 뜸 들여지는 솥 밥의 모습을 구경하며 기다릴 수 있다."
2846694,39,강가네한다리이향갈비 본점,2.02208E+13,2.02401E+13,,,,,http://tong.visitkorea.or.kr/cms/resource/74/2846674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2846674_image3_1.jpg,Type3,31,6,A05,A0502,A05020100,경기도 구리시 아차산로 302,,11959,127.1293652,37.58195795,6,"강가네한다리이향갈비 본점은 경기도 구리시 교문동에 위치한 돼지갈비 전문점이다. 내부 좌석에 독립된 공간이 마련되어 있어 가족 모임이나 단체 회식을 하기에 좋다. 이곳은 칼집을 고르게 낸 후 양념에 잘 절여서 나오는 돼지갈비가 인기가 가장 많다. 메인메뉴를 주문하면 상추와 깻잎, 배추, 치커리, 고추 등 다양한 쌈야채를 비롯하여 생선찜, 해물냉채, 간장게장 등 다양한 반찬이 차려져 고기와 함께 곁들여 먹기 좋다."
