addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,시도명,시군구명,법정동,행정동
서울특별시 마포구 잔다리로6길 40-6 (서교동),3층,1,,인문(문화/예술/역사),체험관광지,이색체험,3082384,39,20231200000000,http://tong.visitkorea.or.kr/cms/resource/79/3082379_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/79/3082379_image3_1.JPG,Type3,126.92131,37.55217989,6.0,20240100000000,13.0,,홍대반지카페,4042,서울특별시,마포구,서교동,서교동
서울특별시 송파구 송파대로49길 37 (석촌동),,1,,음식,음식점,카페/전통찻집,3082222,39,20240100000000,http://tong.visitkorea.or.kr/cms/resource/94/3082194_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3082194_image3_1.jpg,Type3,127.1005838,37.50637176,6.0,20250300000000,18.0,,카페 마나랑,5611,서울특별시,송파구,석촌동,석촌동
서울특별시 관악구 관악로14길 16 (봉천동),B1,1,,음식,음식점,서양식,3082020,39,20231200000000,http://tong.visitkorea.or.kr/cms/resource/16/3082016_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/3082016_image3_1.JPG,Type3,126.9534147,37.47912784,6.0,20240100000000,5.0,,쑥고개,8788,서울특별시,관악구,봉천동,낙성대동
서울특별시 강남구 선릉로 524 (삼성동),대림아크로텔 109호,1,,음식,음식점,일식,3080912,39,20231200000000,http://tong.visitkorea.or.kr/cms/resource/08/3080908_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/08/3080908_image3_1.JPG,Type3,127.0483691,37.50668468,6.0,20240100000000,1.0,,잇쇼우,6161,서울특별시,강남구,삼성동,삼성2동
서울특별시 강남구 언주로170길 22 (신사동),지하1층,1,,음식,음식점,서양식,3076413,39,20231200000000,,,,127.0354364,37.52666268,6.0,20241100000000,1.0,,키친마이야르,6017,서울특별시,강남구,신사동,압구정동
서울특별시 강서구 마곡중앙12로 10 (마곡동),코트야드 메리어트 서울 보타닉 파크,1,,음식,음식점,이색음식점,3076134,39,20231200000000,,,,126.8294429,37.56702652,6.0,20241100000000,4.0,,코트야드 메리어트 서울 보타닉 파크 가든키친,7789,서울특별시,강서구,마곡동,가양1동
서울특별시 강남구 도산대로17길 10 (신사동),B1,1,,음식,음식점,카페/전통찻집,3075321,39,20231000000000,,,,127.0249376,37.51943555,6.0,20241100000000,1.0,,새들러하우스(SADDLER HAUS),6037,서울특별시,강남구,신사동,신사동
서울특별시 종로구 창의문로 132 (부암동),,1,,음식,음식점,카페/전통찻집,3065976,39,20231200000000,http://tong.visitkorea.or.kr/cms/resource/61/3065961_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3065961_image3_1.jpg,Type3,126.9659992,37.59274542,6.0,20250100000000,23.0,,클럽에스프레소,3020,서울특별시,종로구,부암동,부암동
서울특별시 송파구 충민로 66 (문정동),가든파이브 NC백화점 송파점 영관 6층,1,,음식,음식점,카페/전통찻집,3060930,39,20231100000000,http://tong.visitkorea.or.kr/cms/resource/99/3053899_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3053899_image3_1.jpg,Type3,127.1249769,37.4776672,6.0,20241100000000,18.0,,코코몽키즈랜드 송파점,5838,서울특별시,송파구,문정동,문정2동
서울특별시 성동구 왕십리로 82-20 (성수동1가),,1,,음식,음식점,카페/전통찻집,3060918,39,20231100000000,http://tong.visitkorea.or.kr/cms/resource/68/3052768_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3052768_image3_1.jpg,Type3,127.0456544,37.54482186,6.0,20240800000000,16.0,,코사이어티 서울숲,4778,서울특별시,성동구,성수동1가,성수1가1동
서울특별시 용산구 한강대로 290-1 (남영동),,1,,음식,음식점,카페/전통찻집,3046985,39,20231100000000,,,,126.9725889,37.54425673,6.0,20250100000000,21.0,,데이블러,4352,서울특별시,용산구,남영동,남영동
서울특별시 서대문구 홍제동 308-209,,1,,음식,음식점,일식,3044373,39,20231100000000,http://tong.visitkorea.or.kr/cms/resource/72/3044372_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3044372_image3_1.jpg,Type1,126.942657,37.58792889,6.0,20231100000000,14.0,,안짱,3637,서울특별시,서대문구,홍제동,홍제1동
서울특별시 성북구 성북로5길 36 (성북동1가),,1,,음식,음식점,카페/전통찻집,3044252,39,20231100000000,http://tong.visitkorea.or.kr/cms/resource/30/3044230_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3044230_image3_1.jpg,Type3,127.0032181,37.58932149,6.0,20241100000000,17.0,,반하당,2880,서울특별시,성북구,성북동1가,성북동
서울특별시 성북구 성북로5길 37-2 (성북동1가),,1,,음식,음식점,카페/전통찻집,3044201,39,20231100000000,http://tong.visitkorea.or.kr/cms/resource/75/3044175_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3044175_image3_1.jpg,Type3,127.002807,37.58936592,6.0,20241200000000,17.0,,방식꽃예술원,2880,서울특별시,성북구,성북동1가,성북동
서울특별시 성북구 성북로28길 10 (성북동),"1, 2층",1,,음식,음식점,카페/전통찻집,3044120,39,20231100000000,http://tong.visitkorea.or.kr/cms/resource/05/3044105_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3044105_image3_1.jpg,Type3,126.9938688,37.59513175,6.0,20240900000000,17.0,,성북로,2838,서울특별시,성북구,성북동,성북동
서울특별시 성북구 동소문로 37 (동소문동4가),,1,,음식,음식점,카페/전통찻집,3044095,39,20231100000000,http://tong.visitkorea.or.kr/cms/resource/75/3044075_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3044075_image3_1.jpg,Type3,127.0099841,37.59041315,6.0,20241100000000,17.0,,카페바틈,2832,서울특별시,성북구,동소문동4가,성북동
서울특별시 마포구 연희로1길 45-6 (연남동),,1,,음식,음식점,카페/전통찻집,3023378,39,20231000000000,http://tong.visitkorea.or.kr/cms/resource/69/3023369_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3023369_image3_1.jpg,Type3,126.9259565,37.56136224,6.0,20241200000000,13.0,,하우에버 연남,3982,서울특별시,마포구,연남동,연남동
서울특별시 송파구 백제고분로45길 21-9 (송파동),,1,,음식,음식점,서양식,3021289,39,20231000000000,http://tong.visitkorea.or.kr/cms/resource/84/3021284_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/84/3021284_image3_1.JPG,Type3,127.1089719,37.50966598,6.0,20250100000000,18.0,,피자힙 잠실송리단길점,5622,서울특별시,송파구,송파동,송파1동
서울특별시 종로구 종로40가길 20 (종로5가),,1,,음식,음식점,한식,3019148,39,20231000000000,http://tong.visitkorea.or.kr/cms/resource/46/3019146_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/3019146_image3_1.jpg,Type3,127.005549,37.57052371,6.0,20241200000000,23.0,,한옥갈비,3197,서울특별시,종로구,종로5가,종로5·6가동
서울특별시 종로구 인사동길 49 (관훈동),,1,,음식,음식점,카페/전통찻집,3018157,39,20231000000000,http://tong.visitkorea.or.kr/cms/resource/38/3018138_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3018138_image3_1.jpg,Type3,126.9835676,37.57452008,6.0,20250100000000,23.0,,안녕브릭샌드 인사동점,3145,서울특별시,종로구,관훈동,종로1·2·3·4가동
서울특별시 강남구 논현로26길 46 (도곡동),"1층, 2층",1,,음식,음식점,카페/전통찻집,3017801,39,20231000000000,,,,127.0458006,37.4839095,6.0,20250100000000,1.0,,브라이언스커피,6300,서울특별시,강남구,도곡동,도곡2동
서울특별시 강남구 도산대로67길 13-3 (청담동),EMPRESS빌딩 B1층,1,,음식,음식점,카페/전통찻집,3017749,39,20231000000000,,,,127.0441468,37.5248436,6.0,20241100000000,1.0,,먼데이투선데이,6016,서울특별시,강남구,청담동,청담동
서울특별시 성동구 서울숲4길 28-14,,1,,음식,음식점,카페/전통찻집,3002315,39,20230800000000,http://tong.visitkorea.or.kr/cms/resource/02/3002202_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/02/3002202_image3_1.jpeg,Type3,127.0437545,37.54676883,6.0,20241200000000,16.0,,커피 바넷리,4768,서울특별시,성동구,성수동1가,성수1가2동
서울특별시 종로구 창신길 200,,1,,음식,음식점,한식,2999911,39,20230800000000,http://tong.visitkorea.or.kr/cms/resource/89/2999889_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2999889_image3_1.jpg,Type3,127.0099345,37.57971439,6.0,20250100000000,23.0,,우물집 창신점,3091,서울특별시,종로구,창신동,창신2동
서울특별시 성동구 연무장길 37-14,,1,,음식,음식점,카페/전통찻집,2999404,39,20230800000000,,,,127.0537648,37.54333885,6.0,20241200000000,16.0,010-7705-1180,페스토리,4782,서울특별시,성동구,성수동2가,성수2가3동
서울특별시 성동구 성수동2가,269-202,1,,음식,음식점,서양식,2998217,39,20230800000000,http://tong.visitkorea.or.kr/cms/resource/21/2998221_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2998221_image3_1.jpg,Type3,127.0595144,37.53995324,6.0,20241200000000,16.0,,살라댕템플,4785,서울특별시,성동구,성수동2가,성수2가1동
서울특별시 성동구 성수동2가,269-202,1,,음식,음식점,카페/전통찻집,2998173,39,20230800000000,http://tong.visitkorea.or.kr/cms/resource/03/2998103_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2998103_image3_1.jpg,Type3,127.0597144,37.54015322,6.0,20250100000000,16.0,,레인리포트 크루아상,4785,서울특별시,성동구,성수동2가,성수2가1동
서울특별시 종로구 수표로28길 33-7,,1,,음식,음식점,카페/전통찻집,2997890,39,20230800000000,http://tong.visitkorea.or.kr/cms/resource/67/2997867_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2997867_image3_1.jpg,Type3,126.9901503,37.57351476,6.0,20250100000000,23.0,,치즈인더스트리[치즈공업사],3133,서울특별시,종로구,익선동,종로1·2·3·4가동
서울특별시 서대문구 연희로 262-24,,1,,음식,음식점,카페/전통찻집,2996477,39,20230700000000,,,,126.9370355,37.581349,6.0,20250100000000,14.0,02-3140-8302,카페 폭포,3653,서울특별시,서대문구,홍은동,홍은2동
서울특별시 용산구 소월로40길 85 (이태원동),,1,,음식,음식점,카페/전통찻집,2996458,39,20230700000000,,,,126.993687,37.54182683,6.0,20250300000000,21.0,,레인리포트,4344,서울특별시,용산구,이태원동,이태원2동
서울특별시 은평구 진관동,346-7,1,,음식,음식점,한식,2996373,39,20230700000000,,,,126.9426138,37.643353,6.0,20250100000000,22.0,02-381-3800,삼천리골 돼지집,3308,서울특별시,은평구,진관동,진관동
서울특별시 강남구 도산대로50길 15,,1,,음식,음식점,한식,2991804,39,20230600000000,,,,127.037728,37.52153554,6.0,20241200000000,1.0,,화춘옥 청담점,6055,서울특별시,강남구,논현동,논현2동
서울특별시 성동구 서울숲2길 20-12,,1,,음식,음식점,카페/전통찻집,2991392,39,20230600000000,,,,127.0407465,37.5468521,6.0,20250100000000,16.0,,성수 포레스트,4768,서울특별시,성동구,성수동1가,성수1가2동
서울특별시 마포구 와우산로27길 17,,1,,음식,음식점,카페/전통찻집,2989028,39,20230500000000,,,,126.927326,37.55412699,6.0,20250100000000,13.0,0507-1397-7422,제로카페,4054,서울특별시,마포구,서교동,서교동
서울특별시 마포구 홍익로2길 27-22,,1,,음식,음식점,카페/전통찻집,2989022,39,20230500000000,,,,126.9244846,37.5556101,6.0,20250100000000,13.0,,필로베이커리,4055,서울특별시,마포구,서교동,서교동
서울특별시 강남구 강남대로118길 16,,1,,음식,음식점,카페/전통찻집,2988803,39,20230500000000,,,,127.0249074,37.50653705,6.0,20250100000000,1.0,,인터랙트 with 글루텐프리,6120,서울특별시,강남구,논현동,논현1동
서울특별시 종로구 삼청로 24,,1,,음식,음식점,카페/전통찻집,2988399,39,20230500000000,http://tong.visitkorea.or.kr/cms/resource/96/2991896_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/96/2991896_image3_1.jpeg,Type3,126.9798483,37.57810293,6.0,20250100000000,23.0,,널담은공간,3062,서울특별시,종로구,소격동,삼청동
서울특별시 종로구 종로 305,,1,,음식,음식점,이색음식점,2987927,39,20230500000000,http://tong.visitkorea.or.kr/cms/resource/17/2987917_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/2987917_image3_1.JPG,Type3,127.0115817,37.57217085,6.0,20241200000000,23.0,,에베레스트커리월드,3106,서울특별시,종로구,창신동,창신2동
서울특별시 영등포구 영중로10길 32-4,,1,,음식,음식점,한식,2987589,39,20230500000000,http://tong.visitkorea.or.kr/cms/resource/84/2987584_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2987584_image3_1.jpg,Type3,126.9084704,37.51846136,6.0,20250100000000,20.0,,청기와타운 본점,7304,서울특별시,영등포구,영등포동3가,영등포동
서울특별시 성동구 광나루로4가길 12-7,,1,,음식,음식점,카페/전통찻집,2951480,39,20230300000000,,,,127.0543813,37.54919651,6.0,20240700000000,16.0,,숨은,4792,서울특별시,성동구,성수동2가,성수2가3동
서울특별시 마포구 독막로9길 34,(서교동),1,,음식,음식점,카페/전통찻집,2951460,39,20230300000000,,,,126.9205462,37.54976905,6.0,20241000000000,13.0,,삼다코지,4048,서울특별시,마포구,서교동,서교동
서울특별시 종로구 인사동12길 11,,1,,음식,음식점,한식,2950521,39,20230200000000,,,,126.9850119,37.57465897,6.0,20250100000000,23.0,,정선곤드레쌈밥,3146,서울특별시,종로구,관훈동,종로1·2·3·4가동
서울특별시 종로구 인사동길 49,,1,,음식,음식점,카페/전통찻집,2947970,39,20230200000000,http://tong.visitkorea.or.kr/cms/resource/58/2947958_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2947958_image3_1.jpg,Type3,126.9835676,37.57452008,6.0,20240500000000,23.0,02-6954-2939,뮤직컴플렉스 서울,3145,서울특별시,종로구,관훈동,종로1·2·3·4가동
서울특별시 마포구 상수동 317-2 행운빌딩,,1,,음식,음식점,서양식,2946704,39,20230100000000,http://tong.visitkorea.or.kr/cms/resource/64/2947464_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2947464_image3_1.jpg,Type1,126.9207185,37.54830255,6.0,20240800000000,13.0,010-3353-1458,테이스티버거,4049,서울특별시,마포구,상수동,서강동
서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰,지하 1층,1,,음식,음식점,서양식,2946702,39,20230200000000,http://tong.visitkorea.or.kr/cms/resource/00/2946700_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/2946700_image3_1.JPG,Type3,127.1040305,37.51424591,6.0,20241200000000,18.0,,고든램지버거,5551,서울특별시,송파구,신천동,잠실6동
서울특별시 강남구 청담동 40 AP타워,2층,1,,음식,음식점,카페/전통찻집,2946648,39,20230100000000,http://tong.visitkorea.or.kr/cms/resource/10/2947410_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2947410_image3_1.jpg,Type1,127.0408195,37.51935251,6.0,20240800000000,1.0,,카페쁠레노,6065,서울특별시,강남구,청담동,청담동
서울특별시 마포구 와우산로33길 26 (서교동),,1,,음식,음식점,카페/전통찻집,2946571,39,20230100000000,,,,126.929273,37.55563519,6.0,20240800000000,13.0,,언플러그드,4052,서울특별시,마포구,서교동,서교동
서울특별시 강남구 역삼동 618-15,,1,,음식,음식점,카페/전통찻집,2946540,39,20230100000000,http://tong.visitkorea.or.kr/cms/resource/98/2947098_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2947098_image3_1.jpg,Type1,127.0279516,37.50295696,6.0,20240800000000,1.0,,에이비카페 At Bali,6128,서울특별시,강남구,역삼동,역삼1동
서울특별시 동작구 노량진동 297-1,,1,,음식,음식점,서양식,2946512,39,20230100000000,http://tong.visitkorea.or.kr/cms/resource/81/2947081_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2947081_image3_1.jpg,Type1,126.9370653,37.50966011,6.0,20240800000000,12.0,,스카이피자,6934,서울특별시,동작구,노량진동,노량진2동
서울특별시 용산구 용산동2가 44-7,2층,1,,음식,음식점,카페/전통찻집,2946494,39,20230100000000,http://tong.visitkorea.or.kr/cms/resource/62/2947562_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2947562_image3_1.jpg,Type1,126.9871293,37.54169618,6.0,20240800000000,21.0,,힐즈앤유로파,4338,서울특별시,용산구,용산동2가,용산2가동
서울특별시 성동구 성수동2가 314-5 S TOWER,,1,,음식,음식점,카페/전통찻집,2946405,39,20230100000000,http://tong.visitkorea.or.kr/cms/resource/31/2947431_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2947431_image3_1.jpg,Type1,127.0542592,37.54480535,6.0,20240800000000,16.0,,하루앤원데이,4782,서울특별시,성동구,성수동2가,성수2가3동
서울특별시 마포구 서교동 395-17,,1,,음식,음식점,한식,2946096,39,20230100000000,http://tong.visitkorea.or.kr/cms/resource/52/2947452_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2947452_image3_1.jpg,Type1,126.920249,37.5507967,6.0,20240800000000,13.0,,하하&김종국의 401정육식당,4043,서울특별시,마포구,서교동,서교동
